hotelID,keywords1,keywords2,keywords3
4248,force,Strong smell,
17741,noise,not well ,
9378,issue,disappointment All,
17220,hours tea coffee,,
42272,Hospitality room,hot tub minor ,
6380,water view,wife,
15656,mixed drink,hot tub minor ,
40566,Pizza,wife,
14042,way,key card,
34211,bill,elevator,
23917,soda,,
66407,late service,not recommend,
3119, Great hotel. , loved it,
3897,snacks,water view,
16130,issue,mixed drink,
12833,beer,,
13502,weekend,,
24238,bad beer,,
25902,nice perk,dam kids,
64156,Clean rooms,Pool,
82370,floor guests,good food hot,
83078,floor guests,negative feelings,
9407,noise,YO bottle of Jameson,
19802,snacks,water view,
41306,issue,mixed drink,
14509,hot tub minor ,margharita sweey,
16138,wife,way,
41455,key card,bill,
63725,elevator,soda,
84986,Clean rooms,Pool,
1862,weekend,hours tea coffee,
59566,YO bottle of Jameson,negative feelings,
10600,mixed drink,cold,
51045,wife,way,
4559,beds,elevator,
15836,soda,odor,
17534,force,Strong smell,
19004,noise,not well ,
16969,issue,disappointment All,
81457,hours tea coffee,,
9501,Hospitality room,hot tub minor ,
15894,water view,wife,
28102,mixed drink,hot tub minor ,
17371,Pizza,wife,
26546,way,key card,
27840,bill,elevator,
48810,soda,,
49840,late service,not recommend,
10254, Great hotel. , loved it,
11760,snacks,water view,
12663,issue,mixed drink,
21264,hot tub minor ,Pizza,
67561,wife,way,
21674,key card,bill,
10245,elevator,soda,
24210,Clean rooms,Pool,
27212,weekend,hours tea coffee,
39875,YO bottle of Jameson,negative feelings,
23959,mixed drink,cold,
18081,wife,way,
2414,beds,elevator,
12843,soda,odor,
18066,force,Strong smell,
28161,noise,not well ,
46055,mixed drink,cold,
42294,wife,way,
119277,beds,elevator,
12407,soda,odor,
17179,force,Strong smell,
28216,noise,not well ,
40756,issue,disappointment All,
47747,hours tea coffee,,
50049,Hospitality room,hot tub minor ,
70551,water view,wife,
10665,mixed drink,hot tub minor ,
15163,Pizza,wife,
27787,way,key card,
3538,bill,elevator,
9072,soda,,
12681,late service,not recommend,
25938, Great hotel. , loved it,
26788,snacks,water view,
27152,issue,mixed drink,
25510,beer,,
23868,weekend,,
43013,bad beer,,
14707,nice perk,dam kids,
84468,Clean rooms,Pool,
41849,floor guests,good food hot,
21270,floor guests,negative feelings,
28621,noise,YO bottle of Jameson,
10748,snacks,water view,
10879,issue,mixed drink,
11987,hot tub minor ,margharita sweey,
19370,wife,way,
24197,key card,bill,
45775,elevator,soda,
76967,Clean rooms,Pool,
7300,weekend,hours tea coffee,
5080,YO bottle of Jameson,negative feelings,
15291,mixed drink,cold,
28480,wife,way,
1974,beds,elevator,
10361,soda,odor,
974,force,Strong smell,
23864,noise,not well ,
9066,issue,disappointment All,
26472,hours tea coffee,,
120418,Hospitality room,hot tub minor ,
11598,water view,wife,
21982,mixed drink,hot tub minor ,
24512,Pizza,wife,
50578,way,key card,
75305,bill,elevator,
8986,soda,,
14321,late service,not recommend,
10593, Great hotel. , loved it,
22722,snacks,water view,
43563,issue,mixed drink,
8324,hot tub minor ,Pizza,
26680,wife,way,
63907,key card,bill,
9481,elevator,soda,
2376,Clean rooms,Pool,
13280,weekend,hours tea coffee,
34381,YO bottle of Jameson,negative feelings,
40430,mixed drink,cold,
43006,wife,way,
62479,beds,elevator,
24208,soda,odor,
18521,force,Strong smell,
17332,noise,not well ,
18644,mixed drink,cold,
21152,wife,way,
84224,beds,elevator,
85386,soda,odor,
68323,force,Strong smell,
28569,noise,not well ,
20032,issue,disappointment All,
25619,hours tea coffee,,
34821,Hospitality room,hot tub minor ,
19845,water view,wife,
26201,mixed drink,hot tub minor ,
7238,Pizza,wife,
9709,way,key card,
11472,bill,elevator,
108222,soda,,
17965,late service,not recommend,
11679, Great hotel. , loved it,
14325,snacks,water view,
68331,issue,mixed drink,
117390,beer,,
24734,weekend,,
12855,bad beer,,
17591,nice perk,dam kids,
18328,Clean rooms,Pool,
20552,floor guests,good food hot,
6338,floor guests,negative feelings,
24553,noise,YO bottle of Jameson,
81706,snacks,water view,
20746,issue,mixed drink,
45859,hot tub minor ,margharita sweey,
53985,wife,way,
2626,key card,bill,
14848,elevator,soda,
55474,Clean rooms,Pool,
74224,weekend,hours tea coffee,
21924,YO bottle of Jameson,negative feelings,
24150,mixed drink,cold,
59,wife,way,
22564,beds,elevator,
120533,soda,odor,
18613,force,Strong smell,
5784,noise,not well ,
35293,issue,disappointment All,
6957,hours tea coffee,,
10327,Hospitality room,hot tub minor ,
28185,water view,wife,
21841,mixed drink,hot tub minor ,
14087,Pizza,wife,
34162,way,key card,
18647,bill,elevator,
23376,soda,,
13117,late service,not recommend,
63757, Great hotel. , loved it,
11326,snacks,water view,
16788,issue,mixed drink,
19196,hot tub minor ,Pizza,
3229,wife,way,
9001,key card,bill,
19604,elevator,soda,
27435,Clean rooms,Pool,
27570,weekend,hours tea coffee,
41991,YO bottle of Jameson,negative feelings,
3245,mixed drink,cold,
6153,wife,way,
126601,beds,elevator,
40893,soda,odor,
42579,force,Strong smell,
3108,noise,not well ,
4109,mixed drink,cold,
13321,wife,way,
13818,beds,elevator,
18484,soda,odor,
23046,force,Strong smell,
25030,noise,not well ,
25797,issue,disappointment All,
64146,hours tea coffee,,
16068,Hospitality room,hot tub minor ,
53877,water view,wife,
126537,mixed drink,hot tub minor ,
4522,Pizza,wife,
4756,way,key card,
5818,bill,elevator,
20096,soda,,
11376,late service,not recommend,
19634, Great hotel. , loved it,
25282,snacks,water view,
26244,issue,mixed drink,
74574,beer,,
13116,weekend,,
13136,bad beer,,
14765,nice perk,dam kids,
18932,Clean rooms,Pool,
27989,floor guests,good food hot,
68160,floor guests,negative feelings,
82806,noise,YO bottle of Jameson,
8631,snacks,water view,
98,issue,mixed drink,
16705,hot tub minor ,margharita sweey,
43131,wife,way,
51283,key card,bill,
27260,elevator,soda,
3478,Clean rooms,Pool,
21263,weekend,hours tea coffee,
102,YO bottle of Jameson,negative feelings,
13357,mixed drink,cold,
85123,wife,way,
23390,beds,elevator,
5791,soda,odor,
24802,force,Strong smell,
120318,noise,not well ,
69876,issue,disappointment All,
74,hours tea coffee,,
13748,Hospitality room,hot tub minor ,
53462,water view,wife,
53587,mixed drink,hot tub minor ,
84989,Pizza,wife,
4677,way,key card,
22303,bill,elevator,
43457,soda,,
119007,late service,not recommend,
557, Great hotel. , loved it,
4902,snacks,water view,
25981,issue,mixed drink,
8492,hot tub minor ,Pizza,
10444,wife,way,
53556,key card,bill,
74625,elevator,soda,
7635,Clean rooms,Pool,
12648,weekend,hours tea coffee,
26414,YO bottle of Jameson,negative feelings,
10142,mixed drink,cold,
15814,wife,way,
11108,beds,elevator,
16114,soda,odor,
25545,force,Strong smell,
75,noise,not well ,
34336,mixed drink,cold,
40475,wife,way,
5935,beds,elevator,
13768,soda,odor,
103425,force,Strong smell,
17095,noise,not well ,
126825,issue,disappointment All,
99952,hours tea coffee,,
76212,Hospitality room,hot tub minor ,
41680,water view,wife,
5992,mixed drink,hot tub minor ,
84445,Pizza,wife,
81218,way,key card,
24098,bill,elevator,
20886,soda,,
21314,late service,not recommend,
26765, Great hotel. , loved it,
41672,snacks,water view,
22872,issue,mixed drink,
55649,beer,,
75079,weekend,,
9926,bad beer,,
16520,nice perk,dam kids,
17786,Clean rooms,Pool,
40954,floor guests,good food hot,
4431,floor guests,negative feelings,
8099,noise,YO bottle of Jameson,
13336,snacks,water view,
16333,issue,mixed drink,
27759,hot tub minor ,margharita sweey,
127048,wife,way,
26290,key card,bill,
10106,elevator,soda,
22685,Clean rooms,Pool,
63804,weekend,hours tea coffee,
40675,YO bottle of Jameson,negative feelings,
3632,mixed drink,cold,
12414,wife,way,
21558,beds,elevator,
43269,soda,odor,
1262,force,Strong smell,
3260,noise,not well ,
7952,issue,disappointment All,
9150,hours tea coffee,,
21175,Hospitality room,hot tub minor ,
24771,water view,wife,
12968,mixed drink,hot tub minor ,
13593,Pizza,wife,
14727,way,key card,
26981,bill,elevator,
129100,soda,,
2721,late service,not recommend,
8375, Great hotel. , loved it,
9625,snacks,water view,
72964,issue,mixed drink,
9643,hot tub minor ,Pizza,
14320,wife,way,
25973,key card,bill,
12032,elevator,soda,
17035,Clean rooms,Pool,
17833,weekend,hours tea coffee,
20822,YO bottle of Jameson,negative feelings,
120098,mixed drink,cold,
20113,wife,way,
28538,beds,elevator,
40473,soda,odor,
40753,force,Strong smell,
54273,noise,not well ,
13341,mixed drink,cold,
14941,wife,way,
23176,beds,elevator,
6879,soda,odor,
19683,force,Strong smell,
27768,noise,not well ,
18029,issue,disappointment All,
13349,hours tea coffee,,
1028,Hospitality room,hot tub minor ,
9598,water view,wife,
123418,mixed drink,hot tub minor ,
6259,Pizza,wife,
84349,way,key card,
6795,bill,elevator,
24279,soda,,
17564,late service,not recommend,
23353, Great hotel. , loved it,
5339,snacks,water view,
22464,issue,mixed drink,
6738,beer,,
27099,weekend,,
8914,bad beer,,
49445,nice perk,dam kids,
5586,Clean rooms,Pool,
18349,floor guests,good food hot,
67969,floor guests,negative feelings,
13176,noise,YO bottle of Jameson,
22657,snacks,water view,
53581,issue,mixed drink,
9810,hot tub minor ,margharita sweey,
18119,wife,way,
22717,key card,bill,
27971,elevator,soda,
8074,Clean rooms,Pool,
40677,weekend,hours tea coffee,
18642,YO bottle of Jameson,negative feelings,
4549,mixed drink,cold,
25180,wife,way,
54299,beds,elevator,
21212,soda,odor,
27183,force,Strong smell,
34283,noise,not well ,
9312,issue,disappointment All,
34839,hours tea coffee,,
34427,Hospitality room,hot tub minor ,
120368,water view,wife,
12549,mixed drink,hot tub minor ,
1346,Pizza,wife,
2370,way,key card,
41879,bill,elevator,
3261,soda,,
6750,late service,not recommend,
16897, Great hotel. , loved it,
44738,snacks,water view,
63328,issue,mixed drink,
55673,hot tub minor ,Pizza,
12608,wife,way,
12835,key card,bill,
63317,elevator,soda,
496,Clean rooms,Pool,
21486,weekend,hours tea coffee,
71540,YO bottle of Jameson,negative feelings,
15937,mixed drink,cold,
6233,wife,way,
79412,beds,elevator,
41109,soda,odor,
84279,force,Strong smell,
18955,noise,not well ,
24929,mixed drink,cold,
5518,wife,way,
82464,beds,elevator,
99779,soda,odor,
5939,force,Strong smell,
20515,noise,not well ,
42945,issue,disappointment All,
54029,hours tea coffee,,
15946,Hospitality room,hot tub minor ,
84410,water view,wife,
3635,mixed drink,hot tub minor ,
9389,Pizza,wife,
18912,way,key card,
42999,bill,elevator,
22691,soda,,
3056,late service,not recommend,
40746, Great hotel. , loved it,
84482,snacks,water view,
17879,issue,mixed drink,
24357,beer,,
79072,weekend,,
15929,bad beer,,
7779,nice perk,dam kids,
15167,Clean rooms,Pool,
17109,floor guests,good food hot,
77266,floor guests,negative feelings,
111611,noise,YO bottle of Jameson,
113268,snacks,water view,
81867,issue,mixed drink,
15637,hot tub minor ,margharita sweey,
22400,wife,way,
57929,key card,bill,
79122,elevator,soda,
9061,Clean rooms,Pool,
27882,weekend,hours tea coffee,
3019,YO bottle of Jameson,negative feelings,
6715,mixed drink,cold,
2736,wife,way,
64718,beds,elevator,
127384,soda,odor,
17372,force,Strong smell,
20190,noise,not well ,
40282,issue,disappointment All,
18948,hours tea coffee,,
125584,Hospitality room,hot tub minor ,
3073,water view,wife,
19631,mixed drink,hot tub minor ,
40611,Pizza,wife,
64121,way,key card,
54076,bill,elevator,
70681,soda,,
119269,late service,not recommend,
126817, Great hotel. , loved it,
72977,snacks,water view,
12151,issue,mixed drink,
3030,hot tub minor ,Pizza,
67693,wife,way,
13927,key card,bill,
25919,elevator,soda,
9898,Clean rooms,Pool,
25758,weekend,hours tea coffee,
54547,YO bottle of Jameson,negative feelings,
78488,mixed drink,cold,
11861,wife,way,
64406,beds,elevator,
79381,soda,odor,
26075,force,Strong smell,
115176,noise,not well ,
11822,mixed drink,cold,
15302,wife,way,
23964,beds,elevator,
27893,soda,odor,
41963,force,Strong smell,
49990,noise,not well ,
3527,issue,disappointment All,
725,hours tea coffee,,
15083,Hospitality room,hot tub minor ,
16677,water view,wife,
40531,mixed drink,hot tub minor ,
123730,Pizza,wife,
22075,way,key card,
7232,bill,elevator,
10833,soda,,
72232,late service,not recommend,
84205, Great hotel. , loved it,
78168,snacks,water view,
1766,issue,mixed drink,
21781,beer,,
42664,weekend,,
50167,bad beer,,
75302,nice perk,dam kids,
12552,Clean rooms,Pool,
23258,floor guests,good food hot,
44994,floor guests,negative feelings,
50145,noise,YO bottle of Jameson,
9719,snacks,water view,
14963,issue,mixed drink,
25087,hot tub minor ,margharita sweey,
2365,wife,way,
3388,key card,bill,
17354,elevator,soda,
34357,Clean rooms,Pool,
84450,weekend,hours tea coffee,
123410,YO bottle of Jameson,negative feelings,
13621,mixed drink,cold,
20474,wife,way,
23944,beds,elevator,
46595,soda,odor,
22877,force,Strong smell,
19325,noise,not well ,
125177,issue,disappointment All,
1914,hours tea coffee,,
84497,Hospitality room,hot tub minor ,
9907,water view,wife,
120347,mixed drink,hot tub minor ,
48467,Pizza,wife,
1037,way,key card,
68209,bill,elevator,
27719,soda,,
19218,late service,not recommend,
66557, Great hotel. , loved it,
112821,snacks,water view,
9373,issue,mixed drink,
12884,hot tub minor ,Pizza,
15533,wife,way,
14797,key card,bill,
16164,elevator,soda,
17192,Clean rooms,Pool,
26176,weekend,hours tea coffee,
22923,YO bottle of Jameson,negative feelings,
17301,mixed drink,cold,
4458,wife,way,
8789,beds,elevator,
18890,soda,odor,
28180,force,Strong smell,
1691,noise,not well ,
3295,mixed drink,cold,
18000,wife,way,
20419,beds,elevator,
26771,soda,odor,
64410,force,Strong smell,
9537,noise,not well ,
40748,issue,disappointment All,
651,hours tea coffee,,
26914,Hospitality room,hot tub minor ,
8221,water view,wife,
27758,mixed drink,hot tub minor ,
43105,Pizza,wife,
6834,way,key card,
14473,bill,elevator,
16984,soda,,
43347,late service,not recommend,
61160, Great hotel. , loved it,
9260,snacks,water view,
18235,issue,mixed drink,
24376,beer,,
15194,weekend,,
27720,bad beer,,
34341,nice perk,dam kids,
40137,Clean rooms,Pool,
27423,floor guests,good food hot,
23065,floor guests,negative feelings,
84078,noise,YO bottle of Jameson,
5843,snacks,water view,
8957,issue,mixed drink,
61528,hot tub minor ,margharita sweey,
10687,wife,way,
12728,key card,bill,
102509,elevator,soda,
8378,Clean rooms,Pool,
4661,weekend,hours tea coffee,
12824,YO bottle of Jameson,negative feelings,
17110,mixed drink,cold,
70979,wife,way,
14276,beds,elevator,
7434,soda,odor,
17613,force,Strong smell,
84624,noise,not well ,
6977,issue,disappointment All,
63430,hours tea coffee,,
14982,Hospitality room,hot tub minor ,
3163,water view,wife,
79360,mixed drink,hot tub minor ,
104246,Pizza,wife,
17320,way,key card,
40580,bill,elevator,
60711,soda,,
16776,late service,not recommend,
27411, Great hotel. , loved it,
20841,snacks,water view,
42110,issue,mixed drink,
9173,hot tub minor ,Pizza,
74199,wife,way,
23699,key card,bill,
2750,elevator,soda,
42474,Clean rooms,Pool,
256,weekend,hours tea coffee,
42122,YO bottle of Jameson,negative feelings,
44316,mixed drink,cold,
84024,wife,way,
11228,beds,elevator,
889,soda,odor,
8083,force,Strong smell,
13000,noise,not well ,
79482,mixed drink,cold,
116959,wife,way,
22925,beds,elevator,
5421,soda,odor,
11667,force,Strong smell,
18218,noise,not well ,
19516,issue,disappointment All,
24946,hours tea coffee,,
55321,Hospitality room,hot tub minor ,
25863,water view,wife,
81424,mixed drink,hot tub minor ,
20694,Pizza,wife,
42698,way,key card,
47952,bill,elevator,
122815,soda,,
27473,late service,not recommend,
4356, Great hotel. , loved it,
5257,snacks,water view,
18911,issue,mixed drink,
75188,beer,,
106126,weekend,,
13722,bad beer,,
24250,nice perk,dam kids,
13173,Clean rooms,Pool,
14619,floor guests,good food hot,
28338,floor guests,negative feelings,
3750,noise,YO bottle of Jameson,
50340,snacks,water view,
17082,issue,mixed drink,
63234,hot tub minor ,margharita sweey,
63539,wife,way,
15280,key card,bill,
19314,elevator,soda,
6590,Clean rooms,Pool,
15841,weekend,hours tea coffee,
17644,YO bottle of Jameson,negative feelings,
21975,mixed drink,cold,
40913,wife,way,
43061,beds,elevator,
55161,soda,odor,
67823,force,Strong smell,
117104,noise,not well ,
5363,issue,disappointment All,
10248,hours tea coffee,,
41123,Hospitality room,hot tub minor ,
25849,water view,wife,
15869,mixed drink,hot tub minor ,
21488,Pizza,wife,
42666,way,key card,
196,bill,elevator,
1749,soda,,
25211,late service,not recommend,
42894, Great hotel. , loved it,
10190,snacks,water view,
12210,issue,mixed drink,
17989,hot tub minor ,Pizza,
18561,wife,way,
10689,key card,bill,
27678,elevator,soda,
49448,Clean rooms,Pool,
2557,weekend,hours tea coffee,
67374,YO bottle of Jameson,negative feelings,
77541,mixed drink,cold,
77686,wife,way,
13725,beds,elevator,
12050,soda,odor,
660,force,Strong smell,
15917,noise,not well ,
67481,mixed drink,cold,
6183,wife,way,
23291,beds,elevator,
24056,soda,odor,
9443,force,Strong smell,
22807,noise,not well ,
23494,issue,disappointment All,
59584,hours tea coffee,,
22361,Hospitality room,hot tub minor ,
1330,water view,wife,
12334,mixed drink,hot tub minor ,
44760,Pizza,wife,
34567,way,key card,
570,bill,elevator,
8272,soda,,
17886,late service,not recommend,
21899, Great hotel. , loved it,
10962,snacks,water view,
15712,issue,mixed drink,
17266,beer,,
20202,weekend,,
28076,bad beer,,
42626,nice perk,dam kids,
67886,Clean rooms,Pool,
26061,floor guests,good food hot,
63904,floor guests,negative feelings,
22906,noise,YO bottle of Jameson,
22966,snacks,water view,
26957,issue,mixed drink,
1309,hot tub minor ,margharita sweey,
9904,wife,way,
22978,key card,bill,
41391,elevator,soda,
16682,Clean rooms,Pool,
5956,weekend,hours tea coffee,
6244,YO bottle of Jameson,negative feelings,
40789,mixed drink,cold,
74074,wife,way,
83271,beds,elevator,
117099,soda,odor,
19689,force,Strong smell,
64077,noise,not well ,
19519,issue,disappointment All,
103115,hours tea coffee,,
11319,Hospitality room,hot tub minor ,
27215,water view,wife,
1725,mixed drink,hot tub minor ,
14086,Pizza,wife,
16110,way,key card,
23123,bill,elevator,
24180,soda,,
12810,late service,not recommend,
13376, Great hotel. , loved it,
17425,snacks,water view,
43305,issue,mixed drink,
120538,hot tub minor ,Pizza,
7365,wife,way,
15234,key card,bill,
27258,elevator,soda,
1664,Clean rooms,Pool,
5983,weekend,hours tea coffee,
7192,YO bottle of Jameson,negative feelings,
16215,mixed drink,cold,
17430,wife,way,
21151,beds,elevator,
23578,soda,odor,
42581,force,Strong smell,
84418,noise,not well ,
119353,mixed drink,cold,
84627,wife,way,
4083,beds,elevator,
5297,soda,odor,
37878,force,Strong smell,
2327,noise,not well ,
13303,issue,disappointment All,
4006,hours tea coffee,,
6570,Hospitality room,hot tub minor ,
19035,water view,wife,
24682,mixed drink,hot tub minor ,
26065,Pizza,wife,
28377,way,key card,
48849,bill,elevator,
52859,soda,,
25664,late service,not recommend,
17687, Great hotel. , loved it,
6876,snacks,water view,
10515,issue,mixed drink,
14678,beer,,
83204,weekend,,
20987,bad beer,,
28418,nice perk,dam kids,
4698,Clean rooms,Pool,
34528,floor guests,good food hot,
54588,floor guests,negative feelings,
25642,noise,YO bottle of Jameson,
19156,snacks,water view,
112368,issue,mixed drink,
123610,hot tub minor ,margharita sweey,
9999,wife,way,
24813,key card,bill,
1243,elevator,soda,
5330,Clean rooms,Pool,
26630,weekend,hours tea coffee,
13264,YO bottle of Jameson,negative feelings,
81702,mixed drink,cold,
22229,wife,way,
83015,beds,elevator,
34300,soda,odor,
21154,force,Strong smell,
64364,noise,not well ,
20727,issue,disappointment All,
42783,hours tea coffee,,
119572,Hospitality room,hot tub minor ,
21213,water view,wife,
9005,mixed drink,hot tub minor ,
17295,Pizza,wife,
19535,way,key card,
20056,bill,elevator,
40313,soda,,
49450,late service,not recommend,
4058, Great hotel. , loved it,
16230,snacks,water view,
14877,issue,mixed drink,
22289,hot tub minor ,Pizza,
2458,wife,way,
5968,key card,bill,
16570,elevator,soda,
18808,Clean rooms,Pool,
21300,weekend,hours tea coffee,
41248,YO bottle of Jameson,negative feelings,
67620,mixed drink,cold,
2534,wife,way,
4374,beds,elevator,
42462,soda,odor,
10873,force,Strong smell,
40465,noise,not well ,
22369,mixed drink,cold,
22960,wife,way,
43032,beds,elevator,
14011,soda,odor,
17698,force,Strong smell,
23835,noise,not well ,
3650,issue,disappointment All,
28543,hours tea coffee,,
103098,Hospitality room,hot tub minor ,
63027,water view,wife,
1735,mixed drink,hot tub minor ,
3085,Pizza,wife,
5629,way,key card,
23963,bill,elevator,
50773,soda,,
77928,late service,not recommend,
12647, Great hotel. , loved it,
76609,snacks,water view,
105544,issue,mixed drink,
6376,beer,,
7389,weekend,,
22702,bad beer,,
27046,nice perk,dam kids,
14555,Clean rooms,Pool,
25108,floor guests,good food hot,
8806,floor guests,negative feelings,
49935,noise,YO bottle of Jameson,
9956,snacks,water view,
10374,issue,mixed drink,
10985,hot tub minor ,margharita sweey,
23784,wife,way,
47722,key card,bill,
11348,elevator,soda,
6089,Clean rooms,Pool,
22359,weekend,hours tea coffee,
115555,YO bottle of Jameson,negative feelings,
54162,mixed drink,cold,
34723,wife,way,
111082,beds,elevator,
1233,soda,odor,
9229,force,Strong smell,
1479,noise,not well ,
13675,issue,disappointment All,
16904,hours tea coffee,,
28191,Hospitality room,hot tub minor ,
54055,water view,wife,
1299,mixed drink,hot tub minor ,
42625,Pizza,wife,
480,way,key card,
28577,bill,elevator,
40846,soda,,
6189,late service,not recommend,
42616, Great hotel. , loved it,
19281,snacks,water view,
22531,issue,mixed drink,
129295,hot tub minor ,Pizza,
23102,wife,way,
5673,key card,bill,
11540,elevator,soda,
24300,Clean rooms,Pool,
12211,weekend,hours tea coffee,
18872,YO bottle of Jameson,negative feelings,
17067,mixed drink,cold,
81173,wife,way,
8038,beds,elevator,
27446,soda,odor,
42046,force,Strong smell,
13394,noise,not well ,
14759,mixed drink,cold,
22170,wife,way,
22555,beds,elevator,
27684,soda,odor,
46047,force,Strong smell,
77835,noise,not well ,
2607,issue,disappointment All,
17303,hours tea coffee,,
27070,Hospitality room,hot tub minor ,
9857,water view,wife,
14902,mixed drink,hot tub minor ,
65777,Pizza,wife,
15781,way,key card,
26984,bill,elevator,
8629,soda,,
4718,late service,not recommend,
11029, Great hotel. , loved it,
20079,snacks,water view,
22727,issue,mixed drink,
40930,beer,,
41940,weekend,,
65599,bad beer,,
84537,nice perk,dam kids,
27171,Clean rooms,Pool,
8532,floor guests,good food hot,
11992,floor guests,negative feelings,
22757,noise,YO bottle of Jameson,
67632,snacks,water view,
12521,issue,mixed drink,
18443,hot tub minor ,margharita sweey,
26665,wife,way,
84904,key card,bill,
11875,elevator,soda,
637,Clean rooms,Pool,
23257,weekend,hours tea coffee,
7498,YO bottle of Jameson,negative feelings,
20687,mixed drink,cold,
74620,wife,way,
12473,beds,elevator,
25352,soda,odor,
105545,force,Strong smell,
2811,noise,not well ,
4911,issue,disappointment All,
25516,hours tea coffee,,
59138,Hospitality room,hot tub minor ,
25898,water view,wife,
10609,mixed drink,hot tub minor ,
25845,Pizza,wife,
3688,way,key card,
5619,bill,elevator,
6655,soda,,
6787,late service,not recommend,
12065, Great hotel. , loved it,
14566,snacks,water view,
14905,issue,mixed drink,
81524,hot tub minor ,Pizza,
10679,wife,way,
12362,key card,bill,
24198,elevator,soda,
14516,Clean rooms,Pool,
104177,weekend,hours tea coffee,
22119,YO bottle of Jameson,negative feelings,
5202,mixed drink,cold,
9583,wife,way,
13257,beds,elevator,
34872,soda,odor,
13692,force,Strong smell,
11641,noise,not well ,
41663,mixed drink,cold,
47806,wife,way,
847,beds,elevator,
18678,soda,odor,
3109,force,Strong smell,
52866,noise,not well ,
3211,issue,disappointment All,
23426,hours tea coffee,,
5179,Hospitality room,hot tub minor ,
114844,water view,wife,
79131,mixed drink,hot tub minor ,
1036,Pizza,wife,
20589,way,key card,
40951,bill,elevator,
47073,soda,,
4899,late service,not recommend,
12897, Great hotel. , loved it,
13888,snacks,water view,
24388,issue,mixed drink,
27018,beer,,
17608,weekend,,
12359,bad beer,,
13314,nice perk,dam kids,
43487,Clean rooms,Pool,
4423,floor guests,good food hot,
23720,floor guests,negative feelings,
5014,noise,YO bottle of Jameson,
10620,snacks,water view,
22514,issue,mixed drink,
24671,hot tub minor ,margharita sweey,
41601,wife,way,
64094,key card,bill,
75347,elevator,soda,
83866,Clean rooms,Pool,
18573,weekend,hours tea coffee,
64956,YO bottle of Jameson,negative feelings,
85185,mixed drink,cold,
36240,wife,way,
23232,beds,elevator,
45112,soda,odor,
78754,force,Strong smell,
4074,noise,not well ,
17083,issue,disappointment All,
116575,hours tea coffee,,
120605,Hospitality room,hot tub minor ,
12424,water view,wife,
19348,mixed drink,hot tub minor ,
40815,Pizza,wife,
11044,way,key card,
27762,bill,elevator,
11015,soda,,
23833,late service,not recommend,
82133, Great hotel. , loved it,
24245,snacks,water view,
19818,issue,mixed drink,
23785,hot tub minor ,Pizza,
65951,wife,way,
1058,key card,bill,
4100,elevator,soda,
6196,Clean rooms,Pool,
21589,weekend,hours tea coffee,
63601,YO bottle of Jameson,negative feelings,
27365,mixed drink,cold,
27832,wife,way,
63783,beds,elevator,
7113,soda,odor,
44711,force,Strong smell,
52844,noise,not well ,
16270,mixed drink,cold,
24953,wife,way,
1322,beds,elevator,
3337,soda,odor,
3781,force,Strong smell,
15765,noise,not well ,
17679,issue,disappointment All,
62187,hours tea coffee,,
6762,Hospitality room,hot tub minor ,
79184,water view,wife,
3950,mixed drink,hot tub minor ,
52835,Pizza,wife,
104211,way,key card,
8418,bill,elevator,
28477,soda,,
42730,late service,not recommend,
119031, Great hotel. , loved it,
10734,snacks,water view,
22638,issue,mixed drink,
10308,beer,,
27072,weekend,,
23032,bad beer,,
11849,nice perk,dam kids,
62751,Clean rooms,Pool,
2819,floor guests,good food hot,
7831,floor guests,negative feelings,
19526,noise,YO bottle of Jameson,
20310,snacks,water view,
20347,issue,mixed drink,
629,hot tub minor ,margharita sweey,
9925,wife,way,
11689,key card,bill,
4695,elevator,soda,
5328,Clean rooms,Pool,
15000,weekend,hours tea coffee,
25323,YO bottle of Jameson,negative feelings,
14420,mixed drink,cold,
41812,wife,way,
6617,beds,elevator,
10736,soda,odor,
14257,force,Strong smell,
15689,noise,not well ,
17808,issue,disappointment All,
20264,hours tea coffee,,
42635,Hospitality room,hot tub minor ,
5677,water view,wife,
1198,mixed drink,hot tub minor ,
2832,Pizza,wife,
18995,way,key card,
17205,bill,elevator,
22476,soda,,
74321,late service,not recommend,
11925, Great hotel. , loved it,
14195,snacks,water view,
21844,issue,mixed drink,
27800,hot tub minor ,Pizza,
129351,wife,way,
7764,key card,bill,
8090,elevator,soda,
10354,Clean rooms,Pool,
27926,weekend,hours tea coffee,
9669,YO bottle of Jameson,negative feelings,
28244,mixed drink,cold,
28497,wife,way,
843,beds,elevator,
10948,soda,odor,
120025,force,Strong smell,
49635,noise,not well ,
2826,mixed drink,cold,
6322,wife,way,
22122,beds,elevator,
22129,soda,odor,
9089,force,Strong smell,
10952,noise,not well ,
21574,issue,disappointment All,
42228,hours tea coffee,,
62487,Hospitality room,hot tub minor ,
78894,water view,wife,
13011,mixed drink,hot tub minor ,
42903,Pizza,wife,
4092,way,key card,
41883,bill,elevator,
19056,soda,,
55346,late service,not recommend,
3900, Great hotel. , loved it,
20384,snacks,water view,
1177,issue,mixed drink,
34328,beer,,
25245,weekend,,
15288,bad beer,,
56021,nice perk,dam kids,
8395,Clean rooms,Pool,
25559,floor guests,good food hot,
73208,floor guests,negative feelings,
50322,noise,YO bottle of Jameson,
119253,snacks,water view,
120656,issue,mixed drink,
17257,hot tub minor ,margharita sweey,
21214,wife,way,
7153,key card,bill,
